index	category	name	col	row	slot_x	slot_y	slot_w	slot_h	content_x	content_y	content_w	content_h
115	hazard_warning_signs	warning-optical-radiation	3	7	768	1792	256	256	776	1814	240	212
116	hazard_warning_signs	warning-overhead-loads	4	7	1024	1792	256	256	1032	1816	240	209
117	hazard_warning_signs	warning-oxidising-material	5	7	1280	1792	256	256	1288	1814	240	212
118	hazard_warning_signs	warning-oxidizing-substance	6	7	1536	1792	256	256	1544	1814	240	212
119	hazard_warning_signs	warning-sharp-elements	7	7	1792	1792	256	256	1800	1814	240	212
120	hazard_warning_signs	warning-slippery-surface	8	7	2048	1792	256	256	2056	1814	240	212
121	hazard_warning_signs	warning-strong-magnetic-field	9	7	2304	1792	256	256	2312	1816	240	209
122	hazard_warning_signs	warning-sudden-drop	10	7	2560	1792	256	256	2568	1814	240	212
123	hazard_warning_signs	warning-toxic-material	11	7	2816	1792	256	256	2824	1814	240	212
124	hazard_warning_signs	warning-you-are-entering-an-area-where-tobacco-smoke-may-be-present	12	7	3072	1792	256	256	3080	1815	240	210
125	hazard_warning_signs	warning	13	7	3328	1792	256	256	3336	1816	240	209
126	hazard_warning_signs	watch-your-head	14	7	3584	1792	256	256	3592	1814	240	212
127	prohibition_signs	camera-phones-prohibited	15	7	3840	1792	256	256	3848	1801	240	239
128	prohibition_signs	cars-prohibited	0	8	0	2048	256	256	8	2056	240	240
129	prohibition_signs	do-not-extinguish-with-water	1	8	256	2048	256	256	264	2057	240	239
130	prohibition_signs	do-not-obstruct	2	8	512	2048	256	256	520	2057	240	239
131	prohibition_signs	do-not-oil-or-clean-when-in-use	3	8	768	2048	256	256	776	2057	240	239
132	prohibition_signs	do-not-open	4	8	1024	2048	256	256	1032	2057	240	239
133	prohibition_signs	do-not-reach-in	5	8	1280	2048	256	256	1288	2057	240	239
134	prohibition_signs	do-not-recycle-this-item	6	8	1536	2048	256	256	1544	2056	240	240
135	prohibition_signs	do-not-ride-on-hoist	7	8	1792	2048	256	256	1801	2056	239	240
136	prohibition_signs	do-not-run	8	8	2048	2048	256	256	2057	2056	239	240
137	prohibition_signs	do-not-touch-2	9	8	2304	2048	256	256	2313	2056	239	240
138	prohibition_signs	do-not-touch-3	10	8	2560	2048	256	256	2568	2057	240	239
139	prohibition_signs	do-not-touch-when-in-use	11	8	2816	2048	256	256	2825	2056	239	240
140	prohibition_signs	do-not-touch	12	8	3072	2048	256	256	3080	2057	240	239
141	prohibition_signs	do-not-turn-off	13	8	3328	2048	256	256	3337	2056	239	240
142	prohibition_signs	do-not-use-lift-in-event-of-fire	14	8	3584	2048	256	256	3592	2057	240	239
143	prohibition_signs	do-not-walk-or-stand-here	15	8	3840	2048	256	256	3848	2057	240	239
144	prohibition_signs	no-access-for-forlifts-or-other-industrial-vehicles	0	9	0	2304	256	256	8	2313	240	239
145	prohibition_signs	no-access-for-people-with-active-implanted-cardiac-devices	1	9	256	2304	256	256	264	2313	240	239
146	prohibition_signs	no-access-for-people-with-metalic-implants	2	9	512	2304	256	256	521	2312	239	240
147	prohibition_signs	no-activated-mobile-phones	3	9	768	2304	256	256	776	2313	240	239
148	prohibition_signs	no-aerosols	4	9	1024	2304	256	256	1032	2312	240	240
